Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,RSI,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,OBV,OBV_EMA,Target,SMA_10,SMA_50,ATR,Momentum,Williams_%R,Stochastic_%K,Stochastic_%D,SMA_20,BB_Std,BB_Upper,BB_Lower,BB_Width
2,2010-07-02,4.6,4.62,3.742,3.84,3.84,25699000,0.0,3.84,3.84,0.31006154630284105,0.2850538774173531,0.4271837567450251,0.011763609045156267,0.007694475519725201,1.0,0.0,0.0,0.005081937651990141,0.4943282926656006,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
3,2010-07-06,4.0,4.0,3.166,3.222,3.222,34334500,0.0,3.744923076923077,3.794222222222222,0.3097637157603713,0.28497877059734944,0.42645236910903805,0.0059051805642239335,0.004572996165541073,-1.0,0.0,0.0,0.0048118829941549155,0.4943282926656006,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
4,2010-07-07,3.28,3.326,2.996,3.16,3.16,34608500,0.0,3.6549349112426035,3.747242798353909,0.30950388738348705,0.28485316169646185,0.42596058157831407,0.0,0.0013353295239003334,-1.0,0.0,0.0,0.001718529640769614,0.4943282926656006,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
5,2010-07-08,3.228,3.504,3.114,3.492,3.492,38557000,0.33775954193796315,3.6298680018206646,3.7283359244017675,0.3094666728091882,0.28474328981517555,0.4261138281351926,0.006578905384942491,0.0016520826535230577,1.0,0.0,0.0,0.0020867859923631026,0.4943282926656006,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
6,2010-07-09,3.516,3.58,3.31,3.48,3.48,20253000,0.33380142230587767,3.6068113861559468,3.709940670742377,0.3094385121592161,0.2846482907655866,0.4262586592599167,0.0031231756663118847,0.000992512792341217,0.0,0.0,0.0,0.0013502732891761252,0.4943282926656006,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
7,2010-07-12,3.59,3.614,3.4,3.41,3.41,11012500,0.31244301320038276,3.576532711362724,3.687722843279979,0.30938981422502804,0.2845600108949658,0.4263240903941469,0.0012441343624843264,0.00015414383345845484,-1.0,0.0,0.0,0.0010065673610222025,0.4957540396433214,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
8,2010-07-13,3.478,3.728,3.38,3.628,3.628,13400500,0.43159748990474933,3.584450755768459,3.6832989289629436,0.30946437560411966,0.28450818986546933,0.4266791253379707,0.0035306354287218938,0.0,1.0,0.0,0.0,0.001829006546247662,0.496482523500551,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
9,2010-07-14,3.588,4.03,3.552,3.968,3.968,20976000,0.5546640513008778,3.6434583318040805,3.7043878971879107,0.3096934529941113,0.284524501711782,0.42734260094469484,0.007109729221147489,0.0005136020475692742,1.0,0.0,0.0,0.0026268953080335524,0.49650333732504326,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
10,2010-07-15,3.988,4.3,3.8,3.978,3.978,18699000,0.557521404747323,3.694926280757299,3.7246554603591764,0.30988194364169386,0.2845850847057877,0.42777371186181307,0.010300302963737412,0.001427232232061067,0.0,0.0,0.0,0.0027619226369511637,0.496560575342397,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
11,2010-07-16,4.14,4.26,4.01,4.128,4.128,13106500,0.5965971323427479,3.7615530067946374,3.754532833665904,0.31010395722007855,0.2846895384209354,0.42820092343891847,0.012536639385859173,0.002489170095188813,1.0,0.0,0.0,0.0012275211719782956,0.49713295551593456,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
12,2010-07-19,4.274,4.45,4.184,4.382,4.382,12432500,0.6498263683961634,3.857006390364693,3.8010118830239854,0.3103998254838576,0.2848477133661849,0.42872405893426435,0.014657972508205247,0.0036510853939334034,1.0,4.731321237879142e-05,0.0,0.0013257228657365594,0.4972266177261498,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
13,2010-07-20,4.37,4.37,4.01,4.06,4.06,9126500,0.5622032148687076,3.8882361764624322,3.8201961879851716,0.3104725957552171,0.28499260450835523,0.42859470171569813,0.013100735690100163,0.004386775992720461,-1.0,0.00012046537469138788,0.0,0.0019026578165663595,0.4955042737494141,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
14,2010-07-21,4.132,4.18,3.9,4.044,4.044,6262500,0.5584614297447893,3.912199841622058,3.836774248134418,0.31051721435323454,0.28511976932722627,0.42842208338766935,0.012032177582021155,0.004855304255339315,0.0,0.00019763304949369648,0.0,0.0014116493477750386,0.4954366288198142,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
15,2010-07-22,4.1,4.25,4.074,4.2,4.2,4789000,0.5871687669476886,3.9564767890648183,3.86367985938372,0.31062215967126244,0.2852479662622507,0.4284321340993553,0.012849315271376904,0.0053533037648782495,1.0,0.00025943702433536484,0.0,0.0007733383383463277,0.4954522391881834,0.7412929782049836,0.7412929782049836,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
16,2010-07-23,4.238,4.312,4.212,4.258,4.258,3268000,0.5969695579235622,4.002864975362538,3.89288875868863,0.3107259447639505,0.2853766963049074,0.4284373254831857,0.013406927710051905,0.005844594429577524,1.0,0.00032735156166137803,0.0,0.000306880292994578,0.49494230048812266,0.8679064009761897,0.8679064009761897,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
17,2010-07-26,4.3,4.3,4.06,4.19,4.19,4611000,0.755738057371318,4.031654979152917,3.9148969987857685,0.31076691538012247,0.28549001229716164,0.42828722398928176,0.012620161812031577,0.006168967263144323,-1.0,0.00039544068648694536,0.0,0.0011661451133793822,0.4956031394157524,0.8211232513219238,0.8211232513219238,0.8222401594879519,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
18,2010-07-27,4.182,4.236,4.052,4.11,4.11,3098500,0.7492168277295714,4.043708059283237,3.9293490729497855,0.3107524223561542,0.2855770102443751,0.42803093976975065,0.012091470826341707,0.006385432228536258,-1.0,0.0004375162738791548,0.0,0.0008224391852254594,0.4954366288198142,0.7454240284532075,0.7454240284532077,0.8236737240259588,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
19,2010-07-28,4.11,4.18,4.102,4.144,4.144,2336000,0.7024936000011571,4.059137588624277,3.945249141620172,0.31074957969056916,0.2856458917395614,0.4278545223815558,0.012490057930608783,0.006618843712342962,0.0,0.0004528799738397955,0.0,0.00017185296407695868,0.495119217996307,0.7314893436948566,0.7314893436948565,0.7763340297722184,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
20,2010-07-29,4.154,4.176,4.0,4.07,4.07,3080000,0.6789505712443618,4.0608087288359265,3.954489945944604,0.3107038491377301,0.28568946461813055,0.4276080679413756,0.011964523563681303,0.006762096722204455,-1.0,0.0004609109988192219,0.0,0.0007733383383463277,0.49477578989218446,0.6447412610366257,0.6447412610366255,0.7151256320954364,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
21,2010-07-30,4.04,4.088,3.91,3.988,3.988,2134500,0.6745749499474054,4.049607385938091,3.95697217217093,0.3106211826981713,0.2857034761221827,0.42732020029069606,0.011600318009718086,0.006846517650744603,-1.0,0.0004486898738505292,0.0,0.0007856135500661093,0.494739365699323,0.5680801647340024,0.5680801647340025,0.6535834433577751,3.8876,0.3589936812227963,0.0003342584461520264,0.0,0.0018275646783920782
22,2010-08-02,4.1,4.194,4.066,4.184,4.184,3590500,0.6703306089847105,4.070283172716847,3.9737890483064167,0.3106444955049807,0.28572056434229864,0.42735016124615016,0.012212957991683385,0.006988003521309369,1.0,0.00043140571139480867,0.0,0.0004787332570715366,0.49545744264430647,0.7036873101519292,0.7036873101519292,0.6439355313313476,3.9048000000000003,0.3647871188861568,0.00035608293349661873,5.6718663408420085e-06,0.0018637569821038423
23,2010-08-03,4.2,4.39,4.164,4.39,4.39,6152500,0.64211476583966,4.119470376914255,4.004619489172608,0.31075539407629976,0.285762201288011,0.4275892158936456,0.01326274701522927,0.007226573727992317,1.0,0.00046021264882101015,0.0,0.0010802186313409001,0.49590493987089035,0.9076614937593165,0.9076614937593166,0.7351745866097933,3.9632000000000005,0.3425381423248633,0.00036662263406142407,0.00010964665236970223,0.0017247649425286445
24,2010-08-04,4.39,4.436,4.17,4.252,4.252,4565000,0.5916860570236965,4.139859549696678,4.022943971456119,0.31076786747492746,0.28579865638263685,0.4275387552055748,0.01248383000710461,0.007353445401460641,-1.0,0.00047836974877449485,0.0,0.0013257228657365594,0.49573842927495215,0.6398798256613365,0.6398798256613366,0.7600906349659201,4.0178,0.2909121046494607,0.0003297375400478971,0.0002691506586278082,0.00140225085960343
25,2010-08-05,4.308,4.31,4.01,4.09,4.09,3981000,0.5041813648247296,4.1321888497433426,4.027911084681591,0.31069151875261525,0.2858085668596412,0.4272802646300265,0.01180455977504672,0.007393509908864509,-1.0,0.0004687674362990942,0.0,0.001534401464972868,0.49553029103002944,0.3452360466569764,0.3452360466569764,0.635700228392915,4.047700000000001,0.26346219143510763,0.00031078416670265487,0.00035483792004208613,0.0012307679415773213
